RIC,CompanyName,Date,Year,Quarter,YearQuarter,FiscalYear,FiscalQuarter,Sensing,Seizing,Transforming,GenAIIntensity,GenAIAdopt,ROA,TobinsQ,FirmSize,FirmAge,Leverage,CapEx,IndustryName,KnowledgeIndustry
A.N,Agilent Technologies Inc,2024-11-25,2024,4,2024Q4,2024.0,4.0,0.1107624146206387,0.2030644268045043,0.2769060365515968,0.0,0.0,13.16,3.2342418620411952,23.195256094801184,25.0,0.2861725476954246,19.750404756229365,Health Care,1
A.N,Agilent Technologies Inc,2025-02-26,2025,1,2025Q1,2025.0,1.0,0.1172447484123107,0.1954079140205178,0.2344894968246214,0.0,0.0,12.9,2.8154073809437783,23.195256094801184,26.0,0.2861725476954246,19.750404756229365,Health Care,1
A.N,Agilent Technologies Inc,2025-05-28,2025,2,2025Q2,2025.0,2.0,0.2028005794302269,0.2221149203283438,0.1834862385321101,0.0,0.0,12.88,2.829856369346615,23.195256094801184,26.0,0.2861725476954246,19.750404756229365,Health Care,1
A.N,Agilent Technologies Inc,2025-08-27,2025,3,2025Q3,2025.0,3.0,0.120048019207683,0.3201280512204882,0.2000800320128051,0.0,0.0,12.64,3.071693382192301,23.195256094801184,26.0,0.2861725476954246,19.750404756229365,Health Care,1
AAPL.OQ,Apple Inc,2018-02-01,2018,1,2018Q1,2018.0,1.0,0.4401617891981918,0.1546514394480133,0.1308589103021651,0.0,0.0,14.94933,2.268251543726803,26.65104216797166,41.0,0.3082178093834845,23.245066777997,Information Technology,1
AAPL.OQ,Apple Inc,2018-05-01,2018,2,2018Q2,2018.0,2.0,0.3731807438736161,0.2239084463241696,0.0124393581291205,0.0,0.0,15.98586,2.4241810171614016,26.65104216797166,41.0,0.3082178093834845,23.245066777997,Information Technology,1
AAPL.OQ,Apple Inc,2018-07-31,2018,3,2018Q3,2018.0,3.0,0.355784566310882,0.1349527665317139,0.0736105999263894,0.0,0.0,16.28925,2.905015454160328,26.65104216797166,41.0,0.3082178093834845,23.245066777997,Information Technology,1
AAPL.OQ,Apple Inc,2018-11-01,2018,4,2018Q4,2018.0,4.0,0.2743647858761779,0.1908624597399499,0.0715734224024812,0.0,0.0,17.14971,2.0467265856039374,26.62514752181056,41.0,0.3130302823159477,23.312006838471305,Information Technology,1
AAPL.OQ,Apple Inc,2019-01-29,2019,1,2019Q1,2019.0,1.0,0.3376341492825274,0.0844085373206318,0.0723501748462558,0.0,0.0,15.62917,2.4490188967120106,26.62514752181056,42.0,0.3130302823159477,23.312006838471305,Information Technology,1
AAPL.OQ,Apple Inc,2019-04-30,2019,2,2019Q2,2019.0,2.0,0.3628823224468636,0.1944012441679626,0.0518403317781233,0.0,0.0,16.11043,2.489971328183745,26.62514752181056,42.0,0.3130302823159477,23.312006838471305,Information Technology,1
AAPL.OQ,Apple Inc,2019-07-30,2019,3,2019Q3,2019.0,3.0,0.3447865889906075,0.1902270835810248,0.0832243490666983,0.0,0.0,16.15833,2.767545955567708,26.62514752181056,42.0,0.3130302823159477,23.312006838471305,Information Technology,1
AAPL.OQ,Apple Inc,2019-10-30,2019,4,2019Q4,2019.0,4.0,0.5342624854819977,0.197444831591173,0.0929152148664343,0.0,0.0,17.78471,3.854366609702348,26.547837195537657,42.0,0.3191784140188352,23.074164790314292,Information Technology,1
AAPL.OQ,Apple Inc,2020-01-28,2020,1,2020Q1,2020.0,1.0,0.5954596203944921,0.1116486788239672,0.0248108175164371,0.0,0.0,17.93586,3.248137914396956,26.547837195537657,43.0,0.3191784140188352,23.074164790314292,Information Technology,1
AAPL.OQ,Apple Inc,2020-04-30,2020,2,2020Q2,2020.0,2.0,0.4059539918809201,0.2214294501168655,0.0246032722352072,0.0,0.0,17.14525,4.6708734830849945,26.547837195537657,43.0,0.3191784140188352,23.074164790314292,Information Technology,1
AAPL.OQ,Apple Inc,2020-07-30,2020,3,2020Q3,2020.0,3.0,0.5889130713096914,0.1280245807194981,0.1024196645755985,0.0,0.0,17.88957,5.850963305013647,26.547837195537657,43.0,0.3191784140188352,23.074164790314292,Information Technology,1
AAPL.OQ,Apple Inc,2020-10-29,2020,4,2020Q4,2020.0,4.0,0.4097427725927612,0.1138174368313225,0.0682904620987935,0.0,0.0,20.79175,6.892131747610285,26.50366361396563,43.0,0.3491855209208121,22.712372302581482,Information Technology,1
AAPL.OQ,Apple Inc,2021-01-27,2021,1,2021Q1,2021.0,1.0,0.519235308000944,0.1180080245456691,0.0826056171819683,0.0,0.0,23.16088,6.331404455861286,26.50366361396563,44.0,0.3491855209208121,22.712372302581482,Information Technology,1
AAPL.OQ,Apple Inc,2021-04-28,2021,2,2021Q2,2021.0,2.0,0.4534356470177886,0.2906638762934542,0.0465062202069526,0.0,0.0,26.34429,7.056568757595218,26.50366361396563,44.0,0.3491855209208121,22.712372302581482,Information Technology,1
AAPL.OQ,Apple Inc,2021-07-27,2021,3,2021Q3,2021.0,3.0,0.6179316777428006,0.1165908825929812,0.0699545295557887,0.0,0.0,28.127,7.176524659758929,26.50366361396563,44.0,0.3491855209208121,22.712372302581482,Information Technology,1
AAPL.OQ,Apple Inc,2021-10-28,2021,4,2021Q4,2021.0,4.0,0.4837983798379837,0.2475247524752475,0.0337533753375337,0.0,0.0,25.78863,8.266747517307593,26.58405775840174,44.0,0.3577387023435764,23.128858680104898,Information Technology,1
AAPL.OQ,Apple Inc,2022-01-27,2022,1,2022Q1,2022.0,1.0,0.631632137443153,0.1642243557352198,0.0505305709954522,0.0,0.0,27.81975,8.118294462738104,26.58405775840174,45.0,0.3577387023435764,23.128858680104898,Information Technology,1
AAPL.OQ,Apple Inc,2022-04-28,2022,2,2022Q2,2022.0,2.0,0.592519442044192,0.18516232563881,0.0493766201703493,0.0,0.0,28.57188,6.269366214893362,26.58405775840174,45.0,0.3577387023435764,23.128858680104898,Information Technology,1
AAPL.OQ,Apple Inc,2022-07-28,2022,3,2022Q3,2022.0,3.0,0.6538321830730113,0.2905920813657828,0.0968640271219276,0.0,0.0,28.97513,6.277403932171326,26.58405775840174,45.0,0.3577387023435764,23.128858680104898,Information Technology,1
AAPL.OQ,Apple Inc,2022-10-27,2022,4,2022Q4,2022.0,4.0,0.5499205670292069,0.1710863986313088,0.0244409140901869,0.0,0.0,28.062,5.859425867074882,26.589039601923314,45.0,0.3430426216495868,23.094256962697905,Information Technology,1
AAPL.OQ,Apple Inc,2023-02-02,2023,1,2023Q1,2023.0,1.0,0.4926715112698608,0.1724350289444512,0.0123167877817465,0.0,0.0,27.66129,7.350114525378804,26.589039601923314,46.0,0.3430426216495868,23.094256962697905,Information Technology,1
AAPL.OQ,Apple Inc,2023-05-04,2023,2,2023Q2,2023.0,2.0,0.5651076109173981,0.2284477576049056,0.0240471323794637,0.0120235661897318,1.0,28.26629,8.648768485039191,26.589039601923314,46.0,0.3430426216495868,23.094256962697905,Information Technology,1
AAPL.OQ,Apple Inc,2023-08-03,2023,3,2023Q3,2023.0,3.0,0.6439071801725186,0.2429838415745353,0.0850443445510873,0.0121491920787267,1.0,27.8,7.588090489773355,26.589039601923314,46.0,0.3430426216495868,23.094256962697905,Information Technology,1
AAPL.OQ,Apple Inc,2023-11-02,2023,4,2023Q4,2023.0,4.0,0.5496475086629227,0.2389771776795316,0.0238977177679531,0.0358465766519297,1.0,28.08333,8.492670782652596,26.588551892475053,46.0,0.3179733566280847,23.117426873518916,Information Technology,1
AAPL.OQ,Apple Inc,2024-02-01,2024,1,2024Q1,2024.0,1.0,0.5039052658100277,0.2519526329050138,0.0503905265810027,0.0629881582262534,1.0,28.66667,7.510213918084536,26.588551892475053,47.0,0.3179733566280847,23.117426873518916,Information Technology,1
AAPL.OQ,Apple Inc,2024-05-02,2024,2,2024Q2,2024.0,2.0,0.4676923076923077,0.2830769230769231,0.0984615384615384,0.0861538461538461,1.0,28.90286,9.160011545763693,26.588551892475053,47.0,0.3179733566280847,23.117426873518916,Information Technology,1
AAPL.OQ,Apple Inc,2024-08-01,2024,3,2024Q3,2024.0,3.0,0.1896333754740834,0.202275600505689,0.1517067003792667,0.0505689001264222,1.0,29.525,9.989736141560996,26.588551892475053,47.0,0.3179733566280847,23.117426873518916,Information Technology,1
AAPL.OQ,Apple Inc,2024-10-31,2024,4,2024Q4,2024.0,4.0,0.1280573697016263,0.1792803175822768,0.0640286848508131,0.0384172109104879,1.0,29.98571,10.319743155844156,26.62310839450708,47.0,0.2946051838456902,22.968963067839262,Information Technology,1
AAPL.OQ,Apple Inc,2025-01-30,2025,1,2025Q1,2025.0,1.0,0.1873661670235546,0.1739828693790149,0.1204496788008565,0.0133832976445396,1.0,31.52222,9.09219694490109,26.62310839450708,48.0,0.2946051838456902,22.968963067839262,Information Technology,1
AAPL.OQ,Apple Inc,2025-05-01,2025,2,2025Q2,2025.0,2.0,0.1801801801801801,0.1673101673101673,0.0257400257400257,0.09009009009009,1.0,31.15417,8.351563517836594,26.62310839450708,48.0,0.2946051838456902,22.968963067839262,Information Technology,1
AAPL.OQ,Apple Inc,2025-07-31,2025,3,2025Q3,2025.0,3.0,0.2094886013555144,0.3203943314849045,0.0739371534195933,0.0616142945163277,1.0,31.26546,10.306633771165544,26.62310839450708,48.0,0.2946051838456902,22.968963067839262,Information Technology,1
ABBV.N,AbbVie Inc,2018-04-26,2018,2,2018Q2,2018.0,1.0,0.3190967108492881,0.2781868761250204,0.016363933889707,0.0,0.0,19.4854,2.077026264164524,24.982927077979937,6.0,0.5279009973723617,20.086498991712933,Health Care,1
ABBV.N,AbbVie Inc,2018-07-27,2018,3,2018Q3,2018.0,2.0,0.3294475418144957,0.2534211860111505,0.0337894914681534,0.0,0.0,19.6602,2.023280193496454,24.982927077979937,6.0,0.5279009973723617,20.086498991712933,Health Care,1
ABBV.N,AbbVie Inc,2018-11-02,2018,4,2018Q4,2018.0,3.0,0.3952569169960474,0.2032749858836815,0.0112930547713156,0.0,0.0,19.8525,1.9590555079553864,24.982927077979937,6.0,0.5279009973723617,20.086498991712933,Health Care,1
ABBV.N,AbbVie Inc,2019-01-25,2019,1,2019Q1,2018.0,4.0,0.3131640756067554,0.1677664690750475,0.0335532938150095,0.0,0.0,21.19733,2.0070982393889003,24.80675165583364,7.0,0.6791683515298558,20.27384884287646,Health Care,1
ABBV.N,AbbVie Inc,2019-04-25,2019,2,2019Q2,2019.0,1.0,0.3603964360796877,0.2102312543798178,0.0300330363399739,0.0,0.0,23.251,1.8113411443307723,24.80675165583364,7.0,0.6791683515298558,20.27384884287646,Health Care,1
ABBV.N,AbbVie Inc,2019-07-26,2019,3,2019Q3,2019.0,2.0,0.3528742174160501,0.1593625498007968,0.0341491178144564,0.0,0.0,16.3,1.8865982791872224,24.80675165583364,7.0,0.6791683515298558,20.27384884287646,Health Care,1
ABBV.N,AbbVie Inc,2019-11-01,2019,4,2019Q4,2019.0,3.0,0.4026691210308329,0.1955821445006902,0.0345144960883571,0.0,0.0,15.7,2.206142051811228,24.80675165583364,7.0,0.6791683515298558,20.27384884287646,Health Care,1
ABBV.N,AbbVie Inc,2020-05-01,2020,2,2020Q2,2020.0,1.0,0.4389296868405504,0.2279057989364396,0.059086688613151,0.0,0.0,9.6,1.9416120593469115,25.213193507422226,8.0,0.7487852774504853,20.129058606052965,Health Care,1
ABBV.N,AbbVie Inc,2020-07-31,2020,3,2020Q3,2020.0,2.0,0.5154236626317844,0.2499023818820773,0.0312377977352596,0.0,0.0,12.3,1.7346321496621222,25.213193507422226,8.0,0.7487852774504853,20.129058606052965,Health Care,1
ABBV.N,AbbVie Inc,2020-10-30,2020,4,2020Q4,2020.0,3.0,0.3697584769097631,0.2124144441822044,0.0314688065455117,0.0,0.0,12.35,2.1223585429596588,25.213193507422226,8.0,0.7487852774504853,20.129058606052965,Health Care,1
ABBV.N,AbbVie Inc,2021-02-03,2021,1,2021Q1,2020.0,4.0,0.3778432706113504,0.2569334240157183,0.037784327061135,0.0,0.0,12.85,1.26848503049912,25.73766072158381,9.0,0.5715538139673895,20.497619156667216,Health Care,1
ABBV.N,AbbVie Inc,2021-04-30,2021,2,2021Q2,2021.0,1.0,0.4601355308290806,0.3430101229816782,0.0250983016815862,0.0,0.0,12.2,1.3213381856808688,25.73766072158381,9.0,0.5715538139673895,20.497619156667216,Health Care,1
ABBV.N,AbbVie Inc,2021-07-30,2021,3,2021Q3,2021.0,2.0,0.412454508693894,0.2668823291548726,0.0323493732308936,0.0,0.0,12.15,1.2660659823786404,25.73766072158381,9.0,0.5715538139673895,20.497619156667216,Health Care,1
ABBV.N,AbbVie Inc,2021-10-29,2021,4,2021Q4,2021.0,3.0,0.394842868654311,0.201450443190975,0.016116035455278,0.0,0.0,11.25,1.5898184502440806,25.73766072158381,9.0,0.5715538139673895,20.497619156667216,Health Care,1
ABBV.N,AbbVie Inc,2022-02-02,2022,1,2022Q1,2021.0,4.0,0.3545279383429672,0.3005780346820809,0.0077071290944123,0.0,0.0,14.35,1.9541008880811308,25.710489198032008,10.0,0.5233366773812692,20.483738807652326,Health Care,1
ABBV.N,AbbVie Inc,2022-04-29,2022,2,2022Q2,2022.0,1.0,0.4571121269158376,0.3226673837052971,0.0,0.0,0.0,14.5,1.8470786009068512,25.710489198032008,10.0,0.5233366773812692,20.483738807652326,Health Care,1
ABBV.N,AbbVie Inc,2022-07-29,2022,3,2022Q3,2022.0,2.0,0.3524988250039166,0.2506658311138963,0.0,0.0,0.0,13.4,1.6194489186028025,25.710489198032008,10.0,0.5233366773812692,20.483738807652326,Health Care,1
ABBV.N,AbbVie Inc,2022-10-28,2022,4,2022Q4,2022.0,3.0,0.5336951605608322,0.1718679330619629,0.0361827227498869,0.0,0.0,15.95067,1.9504953619957823,25.710489198032008,10.0,0.5233366773812692,20.483738807652326,Health Care,1
ABBV.N,AbbVie Inc,2023-02-09,2023,1,2023Q1,2022.0,4.0,0.4266157274753263,0.2355937599490608,0.0127347978350843,0.0,0.0,15.8255,2.025512601089226,25.656335907425056,11.0,0.4558265192176074,20.359422404967916,Health Care,1
ABBV.N,AbbVie Inc,2023-04-27,2023,2,2023Q2,2023.0,1.0,0.529500756429652,0.151285930408472,0.0216122757726388,0.0,0.0,13.64533,1.7124941362803934,25.656335907425056,11.0,0.4558265192176074,20.359422404967916,Health Care,1
ABBV.N,AbbVie Inc,2023-07-27,2023,3,2023Q3,2023.0,2.0,0.4402054292002935,0.293470286133529,0.024455857177794,0.0,0.0,12.4,1.895449429925435,25.656335907425056,11.0,0.4558265192176074,20.359422404967916,Health Care,1
ABBV.N,AbbVie Inc,2023-10-27,2023,4,2023Q4,2023.0,3.0,0.3811621209554464,0.1948161951550059,0.0084702693545654,0.0,0.0,10.55,1.971148979736825,25.656335907425056,11.0,0.4558265192176074,20.359422404967916,Health Care,1
ABBV.N,AbbVie Inc,2024-02-02,2024,1,2024Q1,2023.0,4.0,0.5560341451953951,0.2036181376771869,0.0548202678361657,0.0,0.0,10.73333,2.3935299686313662,25.626397579983205,12.0,0.4408325971895391,20.470950909618924,Health Care,1
ABBV.N,AbbVie Inc,2024-04-26,2024,2,2024Q2,2024.0,1.0,0.6353983780620349,0.3176991890310174,0.0836050497450046,0.0,0.0,9.4,2.248380917646814,25.626397579983205,12.0,0.4408325971895391,20.470950909618924,Health Care,1
ABBV.N,AbbVie Inc,2024-07-25,2024,3,2024Q3,2024.0,2.0,0.4306220095693779,0.3062200956937799,0.0287081339712918,0.0,0.0,8.9,2.589376983042216,25.626397579983205,12.0,0.4408325971895391,20.470950909618924,Health Care,1
ABBV.N,AbbVie Inc,2024-10-30,2024,4,2024Q4,2024.0,3.0,0.4005751848808545,0.2465078060805258,0.0513557929334429,0.0,0.0,8.96667,2.331070479746272,25.626397579983205,12.0,0.4408325971895391,20.470950909618924,Health Care,1
ABBV.N,AbbVie Inc,2025-01-31,2025,1,2025Q1,2024.0,4.0,0.3429943405933802,0.3086949065340422,0.120048019207683,0.0,0.0,10.225,2.742183979154934,25.629732497403783,13.0,0.4967705181228313,20.696921862633502,Health Care,1
ABBV.N,AbbVie Inc,2025-04-25,2025,2,2025Q2,2025.0,1.0,0.288502333474756,0.6364022061943148,0.0339414509970301,0.0,0.0,10.675,2.425845694185009,25.629732497403783,13.0,0.4967705181228313,20.696921862633502,Health Care,1
ABBV.N,AbbVie Inc,2025-07-31,2025,3,2025Q3,2025.0,2.0,0.2376033057851239,0.4855371900826446,0.0206611570247933,0.0,0.0,8.75,3.0262346231503168,25.629732497403783,13.0,0.4967705181228313,20.696921862633502,Health Care,1
ABNB.OQ,Airbnb Inc,2021-02-25,2021,1,2021Q1,2020.0,4.0,0.3207244599566078,0.292425242901613,0.0188661447033298,0.0,0.0,-3.8202325000000004,10.89922671328854,23.073831147143764,13.0,0.1756009317638976,17.436405587295056,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2021-05-13,2021,2,2021Q2,2021.0,1.0,0.4553734061930783,0.1730418943533697,0.0455373406193078,0.0,0.0,-3.8202325000000004,9.013717127155996,23.073831147143764,13.0,0.1756009317638976,17.436405587295056,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2021-08-12,2021,3,2021Q3,2021.0,2.0,0.4477166451099393,0.1193911053626504,0.0298477763406626,0.0,0.0,-3.8202325000000004,10.051455011648002,23.073831147143764,13.0,0.1756009317638976,17.436405587295056,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2021-11-04,2021,4,2021Q4,2021.0,3.0,0.4840462313543416,0.2864763410056307,0.0395139780697421,0.0,0.0,1.75,10.083011250940404,23.073831147143764,13.0,0.1756009317638976,17.436405587295056,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2022-02-15,2022,1,2022Q1,2021.0,4.0,0.3889943074003795,0.3510436432637571,0.0284629981024667,0.0,0.0,8.4,8.054861261319093,23.34128001870937,14.0,0.144621275861923,17.047184180553685,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2022-05-03,2022,2,2022Q2,2022.0,1.0,0.4120124519318806,0.274674967954587,0.0091558322651529,0.0,0.0,9.46667,4.13584626306327,23.34128001870937,14.0,0.144621275861923,17.047184180553685,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2022-08-02,2022,3,2022Q3,2022.0,2.0,0.6521315943157485,0.2530659918240218,0.0486665368892349,0.0,0.0,11.3,4.9001028658565495,23.34128001870937,14.0,0.144621275861923,17.047184180553685,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2022-11-01,2022,4,2022Q4,2022.0,3.0,0.4341926729986431,0.2170963364993215,0.0723654454997738,0.0,0.0,13.93333,3.9491375295674778,23.34128001870937,14.0,0.144621275861923,17.047184180553685,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2023-02-14,2023,1,2023Q1,2022.0,4.0,0.5774962742175858,0.2328614008941877,0.0,0.0,0.0,14.4,4.896948787479736,23.498226743331248,15.0,0.1238932535228831,17.034386422832473,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2023-05-09,2023,2,2023Q2,2023.0,1.0,0.330534214757906,0.1965338574236198,0.008933357155619,0.0804002144005717,1.0,14.63333,5.109896639102132,23.498226743331248,15.0,0.1238932535228831,17.034386422832473,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2023-08-03,2023,3,2023Q3,2023.0,2.0,0.3929701997598516,0.1528217443510533,0.0218316777644361,0.0654950332933086,1.0,16.06667,5.537709636283826,23.498226743331248,15.0,0.1238932535228831,17.034386422832473,Consumer Discretionary,0
ABNB.OQ,Airbnb Inc,2023-11-01,2023,4,2023Q4,2023.0,3.0,0.4925632605756229,0.2221363724164574,0.0193162062970832,0.0289743094456248,1.0,30.73333,5.433113785525626,23.498226743331248,15.0,0.1238932535228831,17.034386422832473,Consumer Discretionary,0
ABT.N,Abbott Laboratories,2018-04-18,2018,2,2018Q2,2018.0,1.0,0.44815137557575,0.3485621810033611,0.1369351425370347,0.0,0.0,5.0,1.4023202865356066,25.057283252433933,118.0,0.3662163934426229,20.849898488760836,Health Care,1
ABT.N,Abbott Laboratories,2018-07-18,2018,3,2018Q3,2018.0,2.0,0.5666003976143141,0.198807157057654,0.0894632206759443,0.0,0.0,5.63333,1.6878277072031476,25.057283252433933,118.0,0.3662163934426229,20.849898488760836,Health Care,1
ABT.N,Abbott Laboratories,2018-10-17,2018,4,2018Q4,2018.0,3.0,0.5372042519145045,0.2743170648074065,0.0228597554006172,0.0,0.0,6.7076,1.6660402387483275,25.057283252433933,118.0,0.3662163934426229,20.849898488760836,Health Care,1
ABT.N,Abbott Laboratories,2019-01-23,2019,1,2019Q1,2018.0,4.0,0.5459800877850337,0.2783427898511936,0.0214109838347072,0.0,0.0,8.87467,2.0903076132353773,24.930537218023723,119.0,0.2912777455227547,21.0554431500021,Health Care,1
